date,reg_order,com_id,REGION,PROVINCIA,COMUNA,nom_minrel,nom_iso,br_ha,com_ha,proportion
26-01-2023,5,4103,Coquimbo,Elqui,Andacollo,COQ,04-CO,0.0,38870.0,0
26-01-2023,5,4102,Coquimbo,Elqui,Coquimbo,COQ,04-CO,0.0,113175.0,0
26-01-2023,5,4101,Coquimbo,Elqui,La Serena,COQ,04-CO,0.0,82561.0,0
26-01-2023,5,4204,Coquimbo,Choapa,Salamanca,COQ,04-CO,0.0,186033.0,0
26-01-2023,5,4202,Coquimbo,Choapa,Canela,COQ,04-CO,0.0,195753.0,0
26-01-2023,5,4203,Coquimbo,Choapa,Los Vilos,COQ,04-CO,0.0,179696.0,0
26-01-2023,5,4201,Coquimbo,Choapa,Illapel,COQ,04-CO,0.0,167558.0,0
26-01-2023,5,4302,Coquimbo,Limarí,Combarbalá,COQ,04-CO,0.0,123363.0,0
26-01-2023,5,4301,Coquimbo,Limarí,Ovalle,COQ,04-CO,0.0,305067.0,0
26-01-2023,5,4305,Coquimbo,Limarí,Río Hurtado,COQ,04-CO,0.0,101649.0,0
26-01-2023,5,4304,Coquimbo,Limarí,Punitaqui,COQ,04-CO,0.0,102093.0,0
26-01-2023,5,4303,Coquimbo,Limarí,Monte Patria,COQ,04-CO,0.0,225373.0,0
26-01-2023,6,5401,Valparaíso,Petorca,La Ligua,VALPO,05-VA,0.0,109707.0,0
26-01-2023,6,5402,Valparaíso,Petorca,Cabildo,VALPO,05-VA,0.0,118998.0,0
26-01-2023,6,5405,Valparaíso,Petorca,Zapallar,VALPO,05-VA,0.0,28535.0,0
26-01-2023,6,5404,Valparaíso,Petorca,Petorca,VALPO,05-VA,0.0,119295.0,0
26-01-2023,6,5403,Valparaíso,Petorca,Papudo,VALPO,05-VA,0.0,14448.0,0
26-01-2023,6,5506,Valparaíso,Quillota,Nogales,VALPO,05-VA,0.0,41212.0,0
26-01-2023,6,5503,Valparaíso,Quillota,Hijuelas,VALPO,05-VA,0.0,24756.0,0
26-01-2023,6,5504,Valparaíso,Quillota,La Cruz,VALPO,05-VA,0.0,8040.0,0
26-01-2023,6,5502,Valparaíso,Quillota,Calera,VALPO,05-VA,0.0,3350.0,0
26-01-2023,6,5501,Valparaíso,Quillota,Quillota,VALPO,05-VA,0.0,26407.0,0
26-01-2023,6,5303,Valparaíso,Los Andes,Rinconada,VALPO,05-VA,0.0,10373.0,0
26-01-2023,6,5304,Valparaíso,Los Andes,San Esteban,VALPO,05-VA,0.0,55609.0,0
26-01-2023,6,5302,Valparaíso,Los Andes,Calle Larga,VALPO,05-VA,0.0,29071.0,0
26-01-2023,6,5301,Valparaíso,Los Andes,Los Andes,VALPO,05-VA,0.0,25068.0,0
26-01-2023,6,5804,Valparaíso,Marga Marga,Villa Alemana,VALPO,05-VA,0.0,9686.0,0
26-01-2023,6,5802,Valparaíso,Marga Marga,Limache,VALPO,05-VA,0.0,28723.0,0
26-01-2023,6,5803,Valparaíso,Marga Marga,Olmué,VALPO,05-VA,0.0,24048.0,0
26-01-2023,6,5801,Valparaíso,Marga Marga,Quilpué,VALPO,05-VA,0.0,49680.0,0
26-01-2023,6,5606,Valparaíso,San Antonio,Santo Domingo,VALPO,05-VA,0.0,48334.0,0
26-01-2023,6,5605,Valparaíso,San Antonio,El Tabo,VALPO,05-VA,0.0,9960.0,0
26-01-2023,6,5604,Valparaíso,San Antonio,El Quisco,VALPO,05-VA,0.0,3325.0,0
26-01-2023,6,5603,Valparaíso,San Antonio,Cartagena,VALPO,05-VA,0.0,21580.0,0
26-01-2023,6,5601,Valparaíso,San Antonio,San Antonio,VALPO,05-VA,0.0,35151.0,0
26-01-2023,6,5602,Valparaíso,San Antonio,Algarrobo,VALPO,05-VA,0.0,17649.0,0
26-01-2023,6,5105,Valparaíso,Valparaíso,Puchuncaví,VALPO,05-VA,0.0,25460.0,0
26-01-2023,6,5102,Valparaíso,Valparaíso,Casablanca,VALPO,05-VA,0.0,92537.0,0
26-01-2023,6,5103,Valparaíso,Valparaíso,Concón,VALPO,05-VA,0.0,5678.0,0
26-01-2023,6,5101,Valparaíso,Valparaíso,Valparaíso,VALPO,05-VA,0.0,26352.0,0
26-01-2023,6,5109,Valparaíso,Valparaíso,Viña del Mar,VALPO,05-VA,0.0,6346.0,0
26-01-2023,6,5107,Valparaíso,Valparaíso,Quintero,VALPO,05-VA,0.0,12388.0,0
26-01-2023,6,5706,Valparaíso,San Felipe de Aconcagua,Santa María,VALPO,05-VA,0.0,15751.0,0
26-01-2023,6,5704,Valparaíso,San Felipe de Aconcagua,Panquehue,VALPO,05-VA,0.0,11725.0,0
26-01-2023,6,5705,Valparaíso,San Felipe de Aconcagua,Putaendo,VALPO,05-VA,0.0,72205.0,0
26-01-2023,6,5703,Valparaíso,San Felipe de Aconcagua,Llaillay,VALPO,05-VA,0.0,33109.0,0
26-01-2023,6,5702,Valparaíso,San Felipe de Aconcagua,Catemu,VALPO,05-VA,0.0,35510.0,0
26-01-2023,6,5701,Valparaíso,San Felipe de Aconcagua,San Felipe,VALPO,05-VA,0.0,15745.0,0
26-01-2023,8,6110,Libertador General Bernardo O'Higgins,Cachapoal,Mostazal,LGBO,06-OH,0.0,42936.0,0
26-01-2023,8,6108,Libertador General Bernardo O'Higgins,Cachapoal,Machalí,LGBO,06-OH,0.0,73753.0,0
26-01-2023,8,6117,Libertador General Bernardo O'Higgins,Cachapoal,San Vicente,LGBO,06-OH,45313.0,48603.0,93
