date,reg_order,com_id,REGION,PROVINCIA,COMUNA,nom_minrel,nom_iso,br_ha,com_ha,proportion
26-01-2023,4,3304,Atacama,Huasco,Huasco,ATCMA,03-AT,0.0,5595.0,0
26-01-2023,4,3303,Atacama,Huasco,Freirina,ATCMA,03-AT,0.0,62405.0,0
26-01-2023,4,3302,Atacama,Huasco,Alto del Carmen,ATCMA,03-AT,0.0,104840.0,0
26-01-2023,4,3103,Atacama,Copiapó,Tierra Amarilla,ATCMA,03-AT,0.0,104352.0,0
26-01-2023,4,3102,Atacama,Copiapó,Caldera,ATCMA,03-AT,0.0,9585.0,0
26-01-2023,4,3101,Atacama,Copiapó,Copiapó,ATCMA,03-AT,354.0,25048.0,1
26-01-2023,4,3202,Atacama,Chañaral,Diego de Almagro,ATCMA,03-AT,0.0,10368.0,0
26-01-2023,4,3201,Atacama,Chañaral,Chañaral,ATCMA,03-AT,0.0,18558.0,0
26-01-2023,5,4106,Coquimbo,Elqui,Vicuña,COQ,04-CO,0.0,167247.0,0
26-01-2023,5,4104,Coquimbo,Elqui,La Higuera,COQ,04-CO,0.0,171597.0,0
26-01-2023,5,4105,Coquimbo,Elqui,Paiguano,COQ,04-CO,0.0,16861.0,0
